X,Y,Z
402125.15459560807,4442888.384806265,193.40808254073303
402216.15459560807,4442959.884806265,193.38746786649443
402488.65459560807,4442968.884806265,193.1902577807789
402421.65459560807,4442953.884806265,193.18598851549922
402194.65459560807,4442837.384806265,193.08183454070522
402129.65459560807,4442899.384806265,193.08074611957767
402153.15459560807,4442938.384806265,193.0782955258467
402195.65459560807,4442947.384806265,193.06928162531892
402200.15459560807,4442898.884806265,193.0430599973008
402226.65459560807,4442827.884806265,193.03157374422
402170.65459560807,4442857.884806265,192.9961645849039
402448.15459560807,4442870.884806265,192.98899777380467
402173.65459560807,4442875.884806265,192.971991944079
402441.15459560807,4442950.884806265,192.9493374911089
402417.15459560807,4442872.384806265,192.94602971817335
402140.15459560807,4442876.884806265,192.90911950105857
402278.15459560807,4442820.884806265,192.80691323727365
402174.15459560807,4442949.884806265,192.75393270025475
402229.65459560807,4442852.884806265,192.68674833998853
402485.15459560807,4442888.884806265,192.67012715958015
402451.65459560807,4442957.884806265,192.6574832191776
402449.15459560807,4442963.384806265,192.63373927785167
402159.15459560807,4442951.884806265,192.6321474162836
402417.15459560807,4442960.384806265,192.5945638052599
402341.15459560807,4442819.884806265,192.57481539766485
402228.65459560807,4442857.884806265,192.52475988117686
402144.15459560807,4442942.884806265,192.50017271374668
402179.15459560807,4442952.884806265,192.4889994929734
402207.15459560807,4442874.384806265,192.4806905933718
402498.15459560807,4442928.384806265,192.40415444028713
402191.15459560807,4442957.384806265,192.3778081887627
402225.65459560807,4442880.384806265,192.33623820380436
402208.15459560807,4442864.384806265,192.33343512383513
402200.65459560807,4442907.384806265,192.3176347100799
402195.65459560807,4442899.884806265,192.3100731389937
402407.65459560807,4442957.884806265,192.30871890476158
402178.65459560807,4442878.884806265,192.292045277687
402193.65459560807,4442929.384806265,192.2708518406672
402210.15459560807,4442889.384806265,192.2291593483664
402175.15459560807,4442864.384806265,192.20432258661035
402431.65459560807,4442957.384806265,192.19317083844962
402568.65459560807,4442899.384806265,192.1865308805851
402388.15459560807,4442818.884806265,192.13645050174904
402424.65459560807,4442884.884806265,192.11784359506925
402127.65459560807,4442940.884806265,192.08833421606806
402478.15459560807,4442965.884806265,192.0588931715202
402221.65459560807,4442870.884806265,192.05433987713667
402421.15459560807,4442894.384806265,192.0487144208168
402183.15459560807,4442828.884806265,192.0412124586228
402401.65459560807,4442935.384806265,192.0019157337216
402132.15459560807,4442942.384806265,191.99943783548082
402183.15459560807,4442954.384806265,191.99151375742485
402211.15459560807,4442869.884806265,191.98576345065496
402513.65459560807,4442873.884806265,191.970886680683
402188.65459560807,4442944.384806265,191.9620755029122
402215.65459560807,4442820.884806265,191.94340343844343
402223.65459560807,4442863.384806265,191.88175999101696
402216.65459560807,4442866.884806265,191.85020663369266
402220.15459560807,4442850.884806265,191.7709504743449
402120.15459560807,4442950.884806265,191.73166447748696
402515.15459560807,4442995.884806265,191.69652000676155
402170.15459560807,4442849.384806265,191.66912560997525
402359.65459560807,4442819.384806265,191.58046398772296
402205.15459560807,4442846.384806265,191.4514035053926
402350.65459560807,4442818.884806265,191.44316694067817
402174.65459560807,4442821.384806265,191.38293345405168
402194.65459560807,4442833.384806265,191.31152135030146
402159.15459560807,4442831.884806265,191.19814127664722
402376.65459560807,4442818.884806265,190.96844104447095
402466.65459560807,4442891.384806265,190.94451042411953
402435.65459560807,4442921.884806265,190.8927400690902
402433.65459560807,4442929.884806265,190.8564979898145
402430.15459560807,4442926.884806265,190.78344631463912
402230.65459560807,4442894.384806265,190.5866433046421
402471.15459560807,4442868.384806265,190.5452334609805
402230.65459560807,4442898.884806265,190.484212421142
402114.15459560807,4442885.884806265,190.46850552665956
402320.65459560807,4442818.884806265,190.42105970715846
402286.15459560807,4442819.384806265,190.42002710894363
402444.65459560807,4442890.384806265,190.37927328419204
402124.65459560807,4442915.884806265,190.32103260150262
402436.15459560807,4442946.884806265,190.26373903485597
402332.65459560807,4442819.884806265,189.98843468415262
402113.15459560807,4442948.384806265,189.92660099133786
402564.15459560807,4442922.884806265,189.8929945349169
402294.65459560807,4442818.884806265,189.79166747319476
402114.15459560807,4442877.884806265,189.7502254457914
402314.15459560807,4442818.884806265,189.72836773848073
402123.65459560807,4442864.384806265,189.6437335251611
402167.65459560807,4442822.884806265,189.62246145664966
402368.65459560807,4442817.884806265,189.59924110166952
402113.65459560807,4442863.884806265,189.57844174600754
402427.65459560807,4442946.384806265,189.55089742717678
402144.65459560807,4442860.384806265,189.2397323396555
402188.15459560807,4442822.384806265,189.21033384362073
402410.65459560807,4442948.884806265,189.1988367189287
402120.65459560807,4442905.384806265,189.04523712843798
402113.15459560807,4442954.884806265,188.86765660131192
402446.15459560807,4442883.384806265,188.83698587419093
402184.65459560807,4442926.884806265,188.6955546558995
402205.65459560807,4442818.884806265,188.65352482645733
402326.65459560807,4442820.384806265,188.63385212863625
402522.65459560807,4442956.884806265,188.54835575154624
402555.15459560807,4443042.884806265,188.523535714018
402118.65459560807,4442852.384806265,188.2472374979667
402300.65459560807,4442817.384806265,187.82876730865672
402509.15459560807,4442886.884806265,187.82010405272018
402489.65459560807,4442984.384806265,187.72695567394948
402466.65459560807,4442899.384806265,187.71825450539905
402129.65459560807,4442865.884806265,187.62155701089955
402163.15459560807,4442841.384806265,187.5835718209795
402418.15459560807,4442828.384806265,187.43834877252925
402477.15459560807,4442896.384806265,187.26879914546575
402134.65459560807,4442843.884806265,187.0294431917623
402252.65459560807,4442817.384806265,186.88051259397088
402151.65459560807,4442902.884806265,186.7200033323107
402261.65459560807,4442817.384806265,186.7188100045533
402333.15459560807,4442815.884806265,186.38656942234059
402583.65459560807,4442951.384806265,186.0531851393471
402578.15459560807,4442979.884806265,186.00793210205654
402119.15459560807,4442847.884806265,185.94448734962916
402109.15459560807,4442911.384806265,185.18991944060065
402437.65459560807,4442906.884806265,184.8846124311687
402107.65459560807,4442871.884806265,184.766869100755
402244.15459560807,4442815.384806265,184.35552522566348
402545.65459560807,4442941.884806265,184.33357828685388
402154.15459560807,4442891.384806265,184.30826347754362
402136.65459560807,4442831.384806265,184.23725518177258
402130.65459560807,4442836.884806265,184.21709630049725
402169.65459560807,4442962.384806265,183.88483210128015
402484.65459560807,4442947.884806265,183.8218456129906
402585.65459560807,4442964.384806265,183.60787851521596
402465.15459560807,4442931.384806265,183.3730805816437
402132.15459560807,4442829.384806265,183.17741232933082
402107.15459560807,4442918.884806265,182.75677163161623
402126.65459560807,4442851.884806265,182.68590738277817
402165.15459560807,4442963.884806265,182.6275362601674
402139.15459560807,4442824.384806265,182.6274252635983
402151.15459560807,4442821.384806265,182.27464762917768
402579.15459560807,4443005.884806265,182.22477886499934
402475.15459560807,4442930.384806265,182.1818179343196
402148.15459560807,4442842.384806265,181.92345052036995
402155.65459560807,4442855.884806265,181.87479867861282
402373.65459560807,4442846.884806265,181.59798812040708
402107.65459560807,4442952.884806265,181.53589216110652
402373.65459560807,4442854.884806265,181.4972608861981
402374.15459560807,4442839.884806265,181.40856557237385
402365.65459560807,4442847.884806265,181.40215403675984
402368.15459560807,4442858.384806265,181.36633755892615
402574.65459560807,4442898.884806265,181.30526627754688
402373.65459560807,4442833.384806265,181.27043779442565
402475.15459560807,4442944.384806265,181.21985697830473
402365.65459560807,4442837.884806265,181.15292576336674
402583.65459560807,4442988.884806265,181.14665416769896
402360.65459560807,4442840.384806265,181.02659589011537
402356.15459560807,4442855.884806265,180.89899992723593
402456.15459560807,4442915.384806265,180.85123858351605
402451.15459560807,4442929.884806265,180.84844194474158
402113.65459560807,4442900.884806265,180.70104478127126
402466.15459560807,4442841.384806265,180.69667586058506
402460.65459560807,4442915.384806265,180.67933926355033
402362.15459560807,4443086.384806265,180.64245489354397
402420.65459560807,4442851.384806265,180.62873302144646
402350.65459560807,4442851.884806265,180.58685624770243
402349.65459560807,4443086.384806265,180.57338421987401
402346.15459560807,4443086.884806265,180.55781401265307
402419.65459560807,4442856.384806265,180.52627228740937
402349.65459560807,4442856.884806265,180.51950624509968
402546.15459560807,4443040.384806265,180.50315020838676
402480.15459560807,4442917.884806265,180.49969967698752
402122.15459560807,4442839.884806265,180.48556021913262
402546.65459560807,4443046.384806265,180.47531224717653
402539.15459560807,4443012.884806265,180.44693782183663
402546.15459560807,4443013.884806265,180.43174923713923
402443.65459560807,4442819.384806265,180.4259418579997
402540.65459560807,4443022.884806265,180.42401768542464
402473.65459560807,4442924.384806265,180.4233677227233
402469.65459560807,4442922.884806265,180.4013638455253
402390.65459560807,4443084.884806265,180.38777401154638
402385.65459560807,4443086.884806265,180.3842419460965
402477.65459560807,4442923.384806265,180.37519101633274
402347.15459560807,4442839.384806265,180.37146402202342
402546.15459560807,4443018.384806265,180.36686454416724
402484.15459560807,4442933.384806265,180.36355907851419
402546.65459560807,4443036.384806265,180.36071846199889
402541.15459560807,4443028.884806265,180.359444926636
402482.15459560807,4442924.384806265,180.3575755963559
402539.65459560807,4443038.384806265,180.3563122649826
402546.65459560807,4443054.884806265,180.34920205980262
402345.65459560807,4443080.384806265,180.33856567473043
402400.65459560807,4443084.384806265,180.33296876849937
402335.15459560807,4443086.384806265,180.32142864503547
402316.15459560807,4443109.884806265,180.31807539446316
402338.65459560807,4443083.384806265,180.30893446757597
402457.65459560807,4442849.384806265,180.30677390142998
402540.65459560807,4443056.384806265,180.30253022143404
402378.65459560807,4443087.884806265,180.2976357877739
402446.15459560807,4442940.884806265,180.29631389795207
402402.65459560807,4443078.884806265,180.2850442610511
402316.15459560807,4443085.884806265,180.2834000763756
402419.15459560807,4442839.884806265,180.28145953419977
402290.15459560807,4443112.384806265,180.28112620629318
402368.15459560807,4443105.384806265,180.2807959983262
402327.15459560807,4443082.884806265,180.25831153936957
402298.15459560807,4443085.384806265,180.2572302961205
402339.15459560807,4443078.384806265,180.25515142454992
402396.15459560807,4443080.384806265,180.25440485422268
402413.15459560807,4442837.884806265,180.25313924654498
402408.15459560807,4443079.384806265,180.24204147345813
402322.15459560807,4443085.884806265,180.24122635294754
402546.15459560807,4443028.384806265,180.241116922446
402540.65459560807,4443045.884806265,180.2375880976864
402491.65459560807,4443086.384806265,180.23220812543877
402349.65459560807,4442829.384806265,180.23059771717334
402331.65459560807,4443104.384806265,180.2292751811757
402411.65459560807,4442841.884806265,180.22229739020366
402295.15459560807,4443111.884806265,180.22071953796845
402336.15459560807,4443104.384806265,180.22039355469354
402486.15459560807,4443081.384806265,180.2174619493037
402360.65459560807,4443104.884806265,180.21476489572188
402332.65459560807,4443078.384806265,180.20965135838588
402350.65459560807,4443104.884806265,180.2086035336385
402351.15459560807,4443109.384806265,180.20762170161703
402333.65459560807,4443099.884806265,180.20605896416316
402322.65459560807,4443104.884806265,180.20284610271636
402414.65459560807,4443086.884806265,180.19996296779038
402499.15459560807,4442985.884806265,180.19792256543144
402374.65459560807,4443087.884806265,180.1968222479688
402467.65459560807,4443085.384806265,180.18881944527527
402451.65459560807,4443105.884806265,180.18060281874705
402308.65459560807,4443086.884806265,180.1789231281688
402527.15459560807,4443050.884806265,180.16329054221075
402525.15459560807,4443028.884806265,180.16104381921838
402472.15459560807,4442825.884806265,180.15994390727116
402481.15459560807,4443077.884806265,180.15863780738505
402335.65459560807,4443091.384806265,180.15768830142008
402459.15459560807,4442931.384806265,180.1543381734994
402488.65459560807,4443075.884806265,180.14850670236694
402338.15459560807,4442851.884806265,180.14802625699906
402286.15459560807,4443103.384806265,180.14337591521053
402484.15459560807,4442834.384806265,180.14278916287952
402384.15459560807,4442837.384806265,180.1410674910572
402398.15459560807,4443076.884806265,180.1400124178271
402397.65459560807,4443102.884806265,180.13955730846865
402477.15459560807,4443078.884806265,180.13785271820305
402414.15459560807,4442819.384806265,180.13486134547566
402475.15459560807,4443084.384806265,180.12499135788565
402350.65459560807,4443073.384806265,180.1210786934351
402327.15459560807,4443071.384806265,180.12029016309634
402453.65459560807,4443109.384806265,180.11909557345635
402361.65459560807,4443071.384806265,180.11427493141292
402458.15459560807,4443105.884806265,180.11353577361587
402413.65459560807,4443109.384806265,180.10881157290544
402521.15459560807,4443029.384806265,180.10856892877285
402482.65459560807,4443072.884806265,180.10684168607537
402338.65459560807,4442826.884806265,180.10082592156877
402338.15459560807,4442848.384806265,180.10039787845278
402273.65459560807,4443117.884806265,180.0998800921614
402378.65459560807,4443107.384806265,180.0996088823001
402493.65459560807,4442994.884806265,180.09541232952043
402142.65459560807,4442849.884806265,180.09539592367594
402530.15459560807,4443055.384806265,180.0886405935839
402342.15459560807,4442857.384806265,180.08359923100755
402415.15459560807,4443081.384806265,180.08287769369008
402473.65459560807,4443078.884806265,180.08285382570818
402350.15459560807,4443056.884806265,180.07962966368652
402411.65459560807,4443068.384806265,180.07942632201247
402479.15459560807,4443084.884806265,180.07848614178022
402304.15459560807,4443084.884806265,180.078396126752
402356.65459560807,4443065.384806265,180.07689591054617
402428.15459560807,4443089.384806265,180.0766605009987
402294.15459560807,4443067.384806265,180.07521670449262
402421.65459560807,4443086.384806265,180.07166152724972
402296.65459560807,4443080.384806265,180.06842942804963
402457.65459560807,4443084.384806265,180.0677435236388
402433.15459560807,4443085.384806265,180.06631526917883
402522.65459560807,4443015.384806265,180.06626631711015
402338.15459560807,4442856.884806265,180.0660521004841
402452.65459560807,4443070.384806265,180.06392883700252
402446.15459560807,4443105.884806265,180.0621383130724
402385.15459560807,4443099.384806265,180.06178348870833
402374.65459560807,4443103.384806265,180.06093592377823
402365.65459560807,4443053.884806265,180.0588167243765
402524.15459560807,4443036.384806265,180.056681020077
402306.65459560807,4443101.884806265,180.05616243337926
402447.65459560807,4443085.384806265,180.05582480068654
402294.65459560807,4443101.884806265,180.0551342722435
402474.65459560807,4443108.884806265,180.05490882879957
402525.65459560807,4443040.884806265,180.05384258693243
402420.15459560807,4443077.384806265,180.05313077928508
402425.65459560807,4443079.384806265,180.05057109345398
402465.65459560807,4443077.384806265,180.0494493656196
402290.65459560807,4443097.884806265,180.048852524281
402317.65459560807,4443090.884806265,180.0477376289723
402337.15459560807,4442838.884806265,180.0473876042683
402436.65459560807,4443068.384806265,180.0461768877788
402425.65459560807,4443068.384806265,180.04419722119212
402474.65459560807,4442858.384806265,180.0441741962407
402423.65459560807,4443108.384806265,180.04397440294366
402441.65459560807,4443089.384806265,180.04338552614422
402380.65459560807,4443062.384806265,180.04151199398396
402470.15459560807,4443096.884806265,180.04115734365985
402520.65459560807,4443056.384806265,180.04076356335727
402384.65459560807,4443103.884806265,180.03923583134417
402452.65459560807,4443093.384806265,180.0388336676404
402355.65459560807,4443055.884806265,180.0376718296307
402432.65459560807,4443080.384806265,180.0371147840096
402505.15459560807,4443058.384806265,180.03550730950303
402443.65459560807,4443079.884806265,180.03360268856954
402470.15459560807,4443046.884806265,180.03198996429552
402396.15459560807,4443109.384806265,180.03047798332398
402457.65459560807,4443099.884806265,180.02998194970002
402419.65459560807,4443103.384806265,180.02764500845097
402369.65459560807,4443056.384806265,180.02716754077574
402421.65459560807,4443062.384806265,180.02705430060365
402451.65459560807,4443084.384806265,180.0264513392629
402514.15459560807,4443053.384806265,180.02637176131702
402301.65459560807,4443078.384806265,180.0236979423358
402458.65459560807,4443056.884806265,180.02229737048845
402448.65459560807,4443072.384806265,180.0190665058861
402445.65459560807,4443064.384806265,180.01852537585415
402439.15459560807,4443100.384806265,180.01739536902278
402379.15459560807,4443093.384806265,180.01722029754188
402362.15459560807,4443059.384806265,180.01693381693673
402439.65459560807,4443109.384806265,180.0154695827327
402472.65459560807,4442852.884806265,180.0152785956626
402355.65459560807,4443072.384806265,180.0149943236629
402518.15459560807,4443020.884806265,180.01445098502558
402388.15459560807,4442843.884806265,180.01416453609298
402464.65459560807,4443105.884806265,180.01335280937255
402381.65459560807,4443057.884806265,180.01317774656243
402510.15459560807,4443056.884806265,180.01219097136283
402584.65459560807,4443011.384806265,180.01098965721556
402519.15459560807,4443060.884806265,180.010472087732
402390.15459560807,4443106.884806265,180.009548984153
402374.15459560807,4443061.384806265,180.00946940561403
402518.65459560807,4443046.884806265,180.00894419117128
402456.65459560807,4443048.384806265,180.0081074469379
402515.15459560807,4443026.384806265,180.0047424756293
402381.65459560807,4442868.884806265,180.0041217676515
402268.65459560807,4443111.884806265,180.0035806376196
402371.15459560807,4443069.884806265,180.00194133193463
402510.15459560807,4443010.384806265,180.00101822776256
402508.15459560807,4443024.384806265,180.00022244830382
402106.65459560807,4442814.384806265,180.00003146123373
402106.65459560807,4442817.384806265,180.00003146123373
402106.65459560807,4442820.384806265,180.00003146123373
402106.65459560807,4442823.384806265,180.00003146123373
402106.65459560807,4442826.384806265,180.00003146123373
402106.65459560807,4442829.384806265,180.00003146123373
402106.65459560807,4442832.384806265,180.00003146123373
402106.65459560807,4442835.384806265,180.00003146123373
402106.65459560807,4442838.384806265,180.00003146123373
402106.65459560807,4442841.384806265,180.00003146123373
402106.65459560807,4442844.384806265,180.00003146123373
402106.65459560807,4442964.384806265,180.00003146123373
402106.65459560807,4442967.384806265,180.00003146123373
402106.65459560807,4442970.384806265,180.00003146123373
402106.65459560807,4442973.384806265,180.00003146123373
402106.65459560807,4442976.384806265,180.00003146123373
402106.65459560807,4442979.384806265,180.00003146123373
402106.65459560807,4442982.384806265,180.00003146123373
402106.65459560807,4442985.384806265,180.00003146123373
402106.65459560807,4442988.384806265,180.00003146123373
402106.65459560807,4442991.384806265,180.00003146123373
402106.65459560807,4442994.384806265,180.00003146123373
402106.65459560807,4442997.384806265,180.00003146123373
402106.65459560807,4443000.384806265,180.00003146123373
402106.65459560807,4443003.384806265,180.00003146123373
402106.65459560807,4443006.384806265,180.00003146123373
402106.65459560807,4443009.384806265,180.00003146123373
402106.65459560807,4443012.384806265,180.00003146123373
402106.65459560807,4443015.384806265,180.00003146123373
402106.65459560807,4443018.384806265,180.00003146123373
402106.65459560807,4443021.384806265,180.00003146123373
402106.65459560807,4443024.384806265,180.00003146123373
402106.65459560807,4443027.384806265,180.00003146123373
402106.65459560807,4443030.384806265,180.00003146123373
402106.65459560807,4443033.384806265,180.00003146123373
402106.65459560807,4443036.384806265,180.00003146123373
402106.65459560807,4443039.384806265,180.00003146123373
402106.65459560807,4443042.384806265,180.00003146123373
402106.65459560807,4443045.384806265,180.00003146123373
402106.65459560807,4443048.384806265,180.00003146123373
402106.65459560807,4443051.384806265,180.00003146123373
402106.65459560807,4443054.384806265,180.00003146123373
402106.65459560807,4443057.384806265,180.00003146123373
402106.65459560807,4443060.384806265,180.00003146123373
402106.65459560807,4443063.384806265,180.00003146123373
402106.65459560807,4443066.384806265,180.00003146123373
402106.65459560807,4443069.384806265,180.00003146123373
402106.65459560807,4443072.384806265,180.00003146123373
402106.65459560807,4443075.384806265,180.00003146123373
402106.65459560807,4443078.384806265,180.00003146123373
402106.65459560807,4443081.384806265,180.00003146123373
402106.65459560807,4443084.384806265,180.00003146123373
402106.65459560807,4443087.384806265,180.00003146123373
402106.65459560807,4443090.384806265,180.00003146123373
402106.65459560807,4443093.384806265,180.00003146123373
402106.65459560807,4443096.384806265,180.00003146123373
402106.65459560807,4443099.384806265,180.00003146123373
402106.65459560807,4443102.384806265,180.00003146123373
402106.65459560807,4443105.384806265,180.00003146123373
402106.65459560807,4443108.384806265,180.00003146123373
402106.65459560807,4443111.384806265,180.00003146123373
402106.65459560807,4443114.384806265,180.00003146123373
402106.65459560807,4443117.384806265,180.00003146123373
402109.65459560807,4442814.384806265,180.00003146123373
402109.65459560807,4442817.384806265,180.00003146123373
402109.65459560807,4442820.384806265,180.00003146123373
402109.65459560807,4442823.384806265,180.00003146123373
402109.65459560807,4442826.384806265,180.00003146123373
402109.65459560807,4442829.384806265,180.00003146123373
402109.65459560807,4442832.384806265,180.00003146123373
402109.65459560807,4442835.384806265,180.00003146123373
402109.65459560807,4442838.384806265,180.00003146123373
402109.65459560807,4442841.384806265,180.00003146123373
402109.65459560807,4442844.384806265,180.00003146123373
402109.65459560807,4442973.884806265,180.00003146123373
402109.65459560807,4442976.884806265,180.00003146123373
402109.65459560807,4442979.884806265,180.00003146123373
402109.65459560807,4442982.884806265,180.00003146123373
402109.65459560807,4442985.884806265,180.00003146123373
402109.65459560807,4442988.884806265,180.00003146123373
402109.65459560807,4442991.884806265,180.00003146123373
402109.65459560807,4442994.884806265,180.00003146123373
402109.65459560807,4442997.884806265,180.00003146123373
402109.65459560807,4443000.884806265,180.00003146123373
402109.65459560807,4443003.884806265,180.00003146123373
402109.65459560807,4443006.884806265,180.00003146123373
402109.65459560807,4443009.884806265,180.00003146123373
402109.65459560807,4443012.884806265,180.00003146123373
402109.65459560807,4443015.884806265,180.00003146123373
402109.65459560807,4443018.884806265,180.00003146123373
402109.65459560807,4443021.884806265,180.00003146123373
402109.65459560807,4443024.884806265,180.00003146123373
402109.65459560807,4443027.884806265,180.00003146123373
402109.65459560807,4443030.884806265,180.00003146123373
402109.65459560807,4443033.884806265,180.00003146123373
402109.65459560807,4443036.884806265,180.00003146123373
402109.65459560807,4443039.884806265,180.00003146123373
